id;productId;available;name;category;subcategory;fabric;price;badge;occasion;img;img2;img3;img4;desc;created_at;updated_at
67;SAR-043;1;Blush Peach Pochampally Silk Saree with Rani Pink Zari Border;sarees;Pochampally Ikat;Soft Silk;1850;Heritage;festive;/Images/SareeImages/SAR-043_pose1.jpeg;/Images/SareeImages/SAR-043_pose2.jpeg;/Images/SareeImages/SAR-043_pose3.jpeg;/Images/SareeImages/SAR-043_pose2.jpeg;Graceful Pochampally silk saree in a soft blush peach hue, featuring elegant Ikat-inspired floral vine motifs in rich green, maroon, and golden shades. Enhanced with a vibrant rani pink border and intricate zari weaving, this saree showcases the timeless artistry of Pochampally craftsmanship. A perfect choice for festive celebrations, weddings, and special occasions;10/08/2026 05:01;10/08/2026 05:01
68;SAR-044;1;Mint Green Pochampally Silk Saree with Royal Purple Zari Border;sarees;Pochampally Ikat;Soft Silk;1850;Heritage;festive;/Images/SareeImages/SAR-044_pose1.jpeg;/Images/SareeImages/SAR-044_pose2.jpeg;/Images/SareeImages/SAR-044_pose3.jpeg;/Images/SareeImages/SAR-044_pose2.jpeg;Elegant Pochampally silk saree in a refreshing mint green shade, adorned with artistic Ikat-inspired floral vine motifs in vibrant green, yellow, and mauve tones. The rich royal purple border with intricate gold zari weaving adds a regal touch, making it a perfect choice for festive occasions, weddings, and traditional celebrations.;10/08/2026 05:01;10/08/2026 05:01
69;SAR-045;1;Magenta Silk Cotton Saree with Grand Gold Zari Border;sarees;Silk Cotton;Silk Cotton;1899;Heritage;festive;/Images/SareeImages/SAR-045_pose1.jpeg;/Images/SareeImages/SAR-045_pose2.jpeg;/Images/SareeImages/SAR-045_pose3.jpeg;/Images/SareeImages/SAR-045_pose4.jpeg;Elegant silk cotton saree in a rich magenta hue, featuring a striking broad gold zari border and a beautifully woven zari pallu with intricate floral motifs. The luxurious sheen, traditional craftsmanship, and contrast tassel finish make it a perfect choice for weddings, festive occasions, and special celebrations.  Highlights: * Silk Cotton Saree * Rich Magenta Color * Broad Gold Zari Border * Intricately Woven Zari Pallu * Elegant Tassel Finish * Ideal for Festive & Traditional Wear;10/08/2026 05:01;10/08/2026 05:01
70;SAR-046;1;Royal Purple Silk Cotton Saree with Rich Gold Zari Border;sarees;Silk Cotton;Silk Cotton;1899;Heritage;festive;/Images/SareeImages/SAR-046_pose1.jpeg;/Images/SareeImages/SAR-046_pose2.jpeg;/Images/SareeImages/SAR-046_pose3.jpeg;/Images/SareeImages/SAR-046_pose2.jpeg;Graceful silk cotton saree in a regal royal purple shade, featuring an elegant gold zari woven border and a richly designed floral zari pallu. The luxurious texture, traditional motifs, and shimmering zari craftsmanship make it a perfect pick for festive celebrations, weddings, and special occasions.   Highlights: * Silk Cotton Saree * Royal Purple Color * Rich Gold Zari Border * Intricately Woven Floral Zari Pallu * Elegant Tassel Finish * Ideal for Festive & Traditional Wear;10/08/2026 05:01;10/08/2026 05:01
71;SAR-047;1;Mustard Yellow Silk Cotton Saree with Rich Gold Zari Border;sarees;Silk Cotton;Silk Cotton;1899;Heritage;festive;/Images/SareeImages/SAR-047_pose1.jpeg;/Images/SareeImages/SAR-047_pose2.jpeg;/Images/SareeImages/SAR-047_pose3.jpeg;/Images/SareeImages/SAR-047_pose2.jpeg;Elegant silk cotton saree in a vibrant mustard yellow shade, featuring a beautifully woven gold zari border and an intricately crafted zari pallu. The graceful sheen, traditional motifs, and luxurious finish make it a perfect choice for festive celebrations, weddings, and special occasions.   Highlights: * Silk Cotton Saree * Mustard Yellow Color * Rich Gold Zari Border * Intricately Woven Zari Pallu * Elegant Tassel Finish * Ideal for Festive & Traditional Wear;10/08/2026 05:01;10/08/2026 05:01
72;SAR-048;0;Regal Wine Purple Shimmer Saree with Tassel Pallu;sarees;Cool Cotton;Cool Cotton;1350;New;party;/Images/SareeImages/SAR-048_pose1.jpeg;/Images/SareeImages/SAR-048_pose2.jpeg;/Images/SareeImages/SAR-048_pose3.jpeg;/Images/SareeImages/SAR-048_pose4.jpeg;A stunning wine purple saree featuring a rich plain shimmer body with a soft, elegant drape. The matching pallu is finished with striking black braided tassels and vibrant pink accents, adding a contemporary touch to this timeless classic. Perfect for festive occasions, parties, and elegant evening wear.;10/08/2026 05:01;10/08/2026 05:42
73;SAR-049;1;Elegant Rose Pink Shimmer Saree with Dual-Tone Pallu;sarees;Cool Cotton;Cool Cotton;1050;Trending;festive;/Images/SareeImages/SAR-049_pose1.jpeg;/Images/SareeImages/SAR-049_pose2.jpeg;/Images/SareeImages/SAR-049_pose3.jpeg;/Images/SareeImages/SAR-049_pose4.jpeg;"****DISCOUNTED PRICE*****
A graceful rose pink shimmer saree featuring a plain lustrous body and a contrasting bronze-toned pallu. Finished with black braided tassels and vibrant pink accents, this lightweight saree offers a perfect blend of elegance and contemporary charm for festive and special occasions.";10/08/2026 05:01;17/08/2026 02:18
74;SAR-050;1;Rani Pink Cool Cotton Saree with Tassel Pallu;sarees;Cool Cotton;Cool Cotton;1650;Bestseller;festive;/Images/SareeImages/SAR-050_pose1.jpeg;/Images/SareeImages/SAR-050_pose2.jpeg;/Images/SareeImages/SAR-050_pose3.jpeg;/Images/SareeImages/SAR-050_pose4.jpeg;A beautiful Rani pink cool cotton saree featuring elegant woven stripes and a contrasting golden zari pallu finished with stylish tassels. Soft, breathable, and lightweight, it's perfect for festive celebrations, office wear, and everyday elegance.;10/08/2026 05:01;10/08/2026 05:01
75;SAR-051;1;Mustard Yellow Cool Cotton Saree with Tassel Pallu;sarees;Cool Cotton;Cool Cotton;1650;New;casual;/Images/SareeImages/SAR-051_pose1.jpeg;/Images/SareeImages/SAR-051_pose2.jpeg;/Images/SareeImages/SAR-051_pose3.jpeg;/Images/SareeImages/SAR-051_pose4.jpeg;A graceful mustard yellow cool cotton saree featuring elegant woven stripes and a subtle self-textured weave. Finished with a matching pallu adorned with stylish tassels, this soft and breathable saree is perfect for everyday elegance, office wear, and festive occasions.;10/08/2026 05:01;10/08/2026 05:01
76;SAR-052;0;Deep Rose Pink Cool Cotton Saree with Zari Buttas & Tassel Pallu;sarees;Cool Cotton;Cool Cotton;1650;Heritage;festive;/Images/SareeImages/SAR-052_pose1.jpeg;/Images/SareeImages/SAR-052_pose2.jpeg;/Images/SareeImages/SAR-052_pose3.jpeg;/Images/SareeImages/SAR-052_pose4.jpeg;A beautiful deep rose pink cool cotton saree adorned with delicate golden zari buttas and elegant woven stripes. Finished with a rich zari pallu featuring stylish tassels, this soft and breathable saree is perfect for festive occasions, traditional gatherings, and graceful everyday wear.;10/08/2026 05:01;17/08/2026 02:13
77;SAR-053;1;Coral Red Cool Cotton Saree with Zari Buttas & Tassel Pallu;sarees;Cool Cotton;Cool Cotton;1650;Trending;festive;/Images/SareeImages/SAR-053_pose1.jpeg;/Images/SareeImages/SAR-053_pose2.jpeg;/Images/SareeImages/SAR-053_pose3.jpeg;/Images/SareeImages/SAR-053_pose4.jpeg;A vibrant coral red cool cotton saree adorned with delicate golden zari buttas and subtle woven stripes. Finished with a rich zari pallu featuring elegant tassels, this soft and breathable saree is an ideal choice for festive celebrations, traditional occasions, and graceful everyday wear.;10/08/2026 05:01;10/08/2026 05:01
78;SAR-054;1;Olive Green & Magenta Cool Cotton Saree with Tassel Pallu;sarees;Cool Cotton;Cool Cotton;1050;New;casual;/Images/SareeImages/SAR-054_pose1.jpeg;/Images/SareeImages/SAR-054_pose2.jpeg;/Images/SareeImages/SAR-054_pose3.jpeg;/Images/SareeImages/SAR-054_pose4.jpeg;"****DISCOUNTED PRICE*****
A beautiful dual-tone cool cotton saree featuring an elegant olive green body paired with a rich magenta pallu finished with stylish tassels. Soft, breathable, and lightweight, this saree offers a graceful drape, making it perfect for festive occasions, office wear, and everyday elegance.";10/08/2026 05:01;17/08/2026 02:19
79;SAR-055;1;Pastel Peach Kalamkari Print Kota Cotton Saree;sarees;soft-silk;Soft Silk;799;New;festive;/Images/SareeImages/SAR-055_pose1.jpeg;/Images/SareeImages/SAR-055_pose2.jpeg;/Images/SareeImages/SAR-055_pose3.jpeg;/Images/SareeImages/SAR-055_pose4.jpeg;Embrace breezy elegance with this lightweight Kota cotton saree in a soft pastel peach and off-white palette. The body features delicate geometric block-style floral motifs, paired with a vibrant Kalamkari-inspired tree-of-life and peacock print pallu accented with bright orange tassels. Complemented by a matching coral-peach printed blouse piece, this saree offers an effortless blend of comfort and ethnic charm.;14/08/2026 00:00;14/08/2026 00:00
80;SAR-056;1;Royal Red Space Silk Saree;sarees;Fancy Silk;Space silk;1099;Trending;festive;/Images/SareeImages/SAR-056_pose1.jpeg;/Images/SareeImages/SAR-056_pose2.jpeg;/Images/SareeImages/SAR-056_pose3.jpeg;/Images/SareeImages/SAR-056_pose4.jpeg;A stunning hot pink georgette saree embellished with scattered gold sequin dots across the body. The saree features a rich gold zari border and elegant drape, making it a glamorous choice for parties, sangeet ceremonies, and festive occasions.;14/08/2026 00:00;14/08/2026 00:00
81;SAR-057;1;Emerald Green Space Silk Saree;sarees;Fancy Silk;Space silk;1099;Bestseller;festive;/Images/SareeImages/SAR-057_pose1.jpeg;/Images/SareeImages/SAR-057_pose2.jpeg;/Images/SareeImages/SAR-057_pose3.jpeg;/Images/SareeImages/SAR-057_pose4.jpeg;Elevate your festive wardrobe with this emerald green space silk saree, featuring a metallic sheen and rich crinkle texture. The body is adorned with delicate golden scattered buttis, perfectly framed by a hand-worked zari and bead cutwork scallop border. Lightweight with an effortless drape, it combines modern glam with classic elegance.;14/08/2026 00:00;14/08/2026 00:00
82;SAR-058;1;Rosewood Floral Kotta Plus Linen Cotton Saree;sarees;cotton-linen;Kotta Linen;1299;Heritage;festive;/Images/SareeImages/SAR-058_pose1.jpeg;/Images/SareeImages/SAR-058_pose2.jpeg;/Images/SareeImages/SAR-058_pose3.jpeg;/Images/SareeImages/SAR-058_pose4.jpeg;A graceful rosewood-toned Kotta Plus linen cotton saree adorned with beautiful multicolour floral motifs. Lightweight and breathable with delicate detailing and tassel accents, it brings together effortless comfort and elegant charm.;14/08/2026 00:00;14/08/2026 00:00
83;SAR-059;1;Cream Cotton Saree with Colourful Kantha Motifs;sarees;cotton-linen;Cotton;1350;New;casual;/Images/SareeImages/SAR-059_pose1.jpeg;/Images/SareeImages/SAR-059_pose2.jpeg;/Images/SareeImages/SAR-059_pose3.jpeg;/Images/SareeImages/SAR-059_pose4.jpeg;A breezy cream cotton saree adorned with vibrant scattered Kantha-style motifs in red, green, and blue. The peach zari border and tasselled fringe pallu add a festive charm. Soft, breathable, and lightweight, ideal for casual outings, festive wear, and cultural gatherings.;14/08/2026 00:00;14/08/2026 00:00
84;SAR-060;1;Golden Sandal Floral Pallu Saree;sarees;cotton-linen;Cotton;1250;Trending;festive;/Images/SareeImages/SAR-060_pose1.jpeg;/Images/SareeImages/SAR-060_pose2.jpeg;/Images/SareeImages/SAR-060_pose3.jpeg;/Images/SareeImages/SAR-060_pose4.jpeg;A beautiful golden sandal saree adorned with delicate multicolour motifs and an elegant floral pallu. Rich green detailing, subtle zari accents, and traditional tassels add a graceful festive touch.;14/08/2026 00:00;14/08/2026 00:00
85;SAR-061;1;Royal Pink Elephant Heritage Saree;sarees;cotton-linen;Cotton;1450;Heritage;festive;/Images/SareeImages/SAR-061_pose1.jpeg;/Images/SareeImages/SAR-061_pose2.jpeg;/Images/SareeImages/SAR-061_pose3.jpeg;/Images/SareeImages/SAR-061_pose4.jpeg;A graceful white saree adorned with delicate pink and grey elephant motifs, traditional kalash-inspired designs, and an elegant printed border. The statement pallu beautifully blends heritage artistry with a soft, contemporary charm.;14/08/2026 00:00;14/08/2026 00:00
86;SAR-062;1;Golden Ivory Floral Weave Saree;sarees;tissue-silk;Tissue Silk;1300;Bestseller;wedding;/Images/SareeImages/SAR-062_pose1.jpeg;/Images/SareeImages/SAR-062_pose2.jpeg;/Images/SareeImages/SAR-062_pose3.jpeg;/Images/SareeImages/SAR-062_pose4.jpeg;An elegant ivory-gold saree featuring delicate woven floral motifs and a rich traditional zari border. The subtle golden sheen and intricate pallu detailing create a timeless, graceful look perfect for festive and traditional occasions.;14/08/2026 00:00;14/08/2026 00:00
87;SAR-063;1;Ivory Striped Cotton Saree;sarees;soft-silk;Soft Silk;1150;New;festive;/Images/SareeImages/SAR-063_pose1.jpeg;/Images/SareeImages/SAR-063_pose2.jpeg;/Images/SareeImages/SAR-063_pose3.jpeg;/Images/SareeImages/SAR-063_pose4.jpeg;An elegant ivory cotton saree featuring subtle black and gold stripes, complemented by a statement woven pallu with artistic geometric detailing. Simple, classy, and perfect for a sophisticated traditional look.;14/08/2026 00:00;14/08/2026 00:00
88;SAR-064;1;Royal Orange Cotton Saree;sarees;Cotton;Cotton;1150;Trending;festive;/Images/SareeImages/SAR-064_pose1.jpeg;/Images/SareeImages/SAR-064_pose2.jpeg;/Images/SareeImages/SAR-064_pose3.jpeg;/Images/SareeImages/SAR-064_pose4.jpeg;A vibrant orange cotton saree with rich wine and gold-toned traditional woven detailing. Lightweight, elegant, and perfect for a graceful ethnic look, especially for festive and traditional occasions.;14/08/2026 00:00;14/08/2026 00:00
89;SAR-065;1;Regal Champagne Gold Tissue Silk Saree;sarees;Silk Cotton;Tissue Silk;1299;Bestseller;wedding;/Images/SareeImages/SAR-064_pose1.jpeg;/Images/SareeImages/SAR-065_pose2.jpeg;/Images/SareeImages/SAR-065_pose3.jpeg;/Images/SareeImages/SAR-065_pose4.jpeg;Exude timeless royalty in this lustrous champagne gold tissue saree, woven with an all-over intricate brocade floral and paisley jaal pattern. The rich pallu features detailed geometric weaving flanked by silver zari accents and finished with delicate hand-knotted tassels, giving it a luminous, grand festive finish.;14/08/2026 00:00;14/08/2026 00:00
90;SAR-066;1;Azure Blue Kotta Plus Linen Cotton Saree;sarees;cotton-linen;Kotta Linen;1299;Heritage;festive;/Images/SareeImages/SAR-066_pose1.jpeg;/Images/SareeImages/SAR-066_pose2.jpeg;/Images/SareeImages/SAR-066_pose3.jpeg;/Images/SareeImages/SAR-066_pose4.jpeg;A refreshing azure-blue Kotta Plus linen cotton saree adorned with vibrant floral motifs in soft pink, peach, and coral tones. Finished with delicate tassels, this lightweight saree blends effortless comfort with contemporary elegance.;14/08/2026 00:00;14/08/2026 00:00
